child_name,child_domain,parent_name,parent_domain,verified,evidence,verification_method,date_added
Flarion,flarion.io,Qualcomm Inc.,qualcomm.com,Yes,Qualcomm acquired Flarion Technologies in 2005 for OFDMA wireless technology.,LLM+web search (optimized),2026-03-11 12:39
Flatiron Health,flatiron.com,"Roche Group, or F. Hoffmann-La Roche Ltd.",roche.com,Yes,"Flatiron Health acquired by Roche in 2018 for $1.9 billion, cancer data analytics platform",LLM+web search (optimized),2025-07-28 18:10
Flatiron Software,flatiron.software,F. Hoffmann-La Roche Ltd.,roche.com,Yes,"Roche completed acquisition of Flatiron Health for $1.9 billion in April 2018, following Roche's existing 12.6% equity stake.",LLM+web search,2026-05-15 15:49
Fleet,fleet.co,Stonepeak Holdings LLC,stonepeak.com,Yes,Stonepeak Holdings LLC acquired Fleet Companies in November 2024 as announced; Fleet is now a wholly-owned subsidiary.,LLM+web search,2026-05-15 15:50
Fleet Farm,fleetfarm.com,KKR & Co. Inc.,kkr.com,Yes,KKR and Ardian acquired majority control of Fleet Farm (Mills Fleet Farm) in January 2016.,LLM+web search (optimized),2026-02-12 22:24
Fletch,fletch.co,"F5, Inc.",f5.com,Yes,F5 acquired Fletch Inc. in June 2025 per Wikipedia article.,LLM+web search (optimized),2026-04-09 20:44
FLIK Helsinki,flik.fi,Inderes Group,inderes.fi,Yes,FLIK Helsinki is owned by Inderes Group and listed on Nasdaq First North.,LLM+web search (optimized),2025-06-18 09:49
FLO EV Charging,flo.com,AddEnergie,flo.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:40
Flock,flockcover.com,Admiral Group PLC,admiralgroup.co.uk,Yes,Admiral Group completed acquisition of Flock for £80 million in June 2026.,LLM+web search,2026-05-15 15:50
Flodraulic,flodraulic.com,Flodraulic Group Inc.,flodraulic.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-04-27 19:52
Floor & Decor,flooranddecor.com,"Floor & Decor Holdings, Inc.",flooranddecor.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:25
Floranow,floranow.com,Flora Express Flowers Trading LLC,floranow.com,Yes,Flora Express Flowers Trading LLC is the parent company of Floranow; Floranow operates under Flora Express legal entity.,LLM+web search,2026-05-15 15:50
Flourish,flourish.com,Massachusetts Mutual Life Insurance Company (MassMutual),massmutual.com,Yes,MassMutual acquired fintech platform Flourish in 2021 for RIA financial advisory services.,LLM+web search (optimized),2025-12-16 12:51
Flowdock,flowdock.ai,Rally Software Development Corp.,broadcom.com,Yes,"Rally Software Development acquired Flowdock on February 5, 2013; integrated as subsidiary.",LLM+web search (optimized),2026-03-13 12:00
Flowserve Corporation,flowserve.com,"Flowserve International, Inc.",flowserve.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:24
Fluke Corporation,fluke.com,Fortive Corporation,fortive.com,Yes,Fortive owns Fluke Corporation as a subsidiary; confirmed by Wikipedia—Fluke was spun off from Danaher in 2016 to create Fortive.,LLM+web search (optimized),2025-12-16 13:29
Flutter Entertainment,flutter.com,Flutter Entertainment plc.,flutter.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:23
Norse Atlantic Airways,flynorse.com,Norse Atlantic ASA,flynorse.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-03-23 09:26
FLYWHEEL Inc.,flywheel.jp,Omnicom Group Inc.,omnicomgroup.com,Yes,"Omnicom acquired Flywheel Digital for $835 million; acquisition closed January 2, 2024 with Flywheel now operating as a Practice Area within Omnicom.",LLM+web search,2026-05-15 15:48
Fmg,fmg.com.cn,Fashion Momentum Group (FMG),fmg.com.cn,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-03-19 12:02
FMG,fmgsuite.com,GTCR LLC.,gtcr.com,Yes,GTCR acquired FMG Suite in September 2025 from Aurora Capital Partners.,LLM+web search (optimized),2026-03-19 12:02
FMR,fmr.com,FMR LLC (Fidelity Investments),fidelity.com,Yes,FMR is the investment management division owned and controlled by FMR LLC (Fidelity Investments).,LLM+web search (optimized),2025-07-23 14:12
Era Helicopters Llc,fnf.com,"Fidelity National Financial, Inc.",fnf.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-09-20 19:50
fidelity national title houston (clear lake),fntic.com,"Fidelity National Financial, Inc.",fnf.com,Yes,Fidelity National Title is a clearly branded subsidiary/service line of Fidelity National Financial.,LLM+web search (optimized),2025-07-16 12:35
"Focal Point, LLC",focalpointlights.com,Legrand,legrand.com,Yes,Legrand acquired Focal Point in February 2020; confirmed acquisition of Chicago-based architectural lighting manufacturer.,LLM+web search (optimized),2025-09-05 00:56
Focusoft HQ,focusofthq.com,"Focusedsoft, LLC.",focusofthq.com,Yes,"Focusoft HQ and Focusedsoft, LLC share the identical domain (focusofthq.com), indicating they are the same operating company under a formal legal name vs. brand name, not a separate acquisition.",LLM+web search,2026-05-15 16:15
Folio,folioworks.com,"Gudwork, Inc.",folioworks.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-08-20 19:59
Follett Software,follettsoftware.com,"Francisco Partners Holdings, LLC.",franciscopartners.com,Yes,Francisco Partners acquired Follett School Solutions (including Follett Software) in August 2021; confirmed by Wikipedia.,LLM+web search (optimized),2026-02-27 09:46
Fondy,fondy.io,TBC Bank Group,tbcbankgroup.com,Yes,"TBC Bank Group (via TBC International Holdings) received regulatory approval and acquired control of Fondy Payments Ltd in April 2024, confirmed as a majority acquisition.",LLM+web search,2026-05-15 16:03
Fonterra,fonterra.com,Fonterra Co-operative Group Limited,fonterra.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-04-09 20:38
Foodee,food.ee,Sodexo,sodexo.com,Yes,Sodexo announced its acquisition of Foodee (Vancouver-based corporate meal-planning platform) in July 2021.,LLM+web search,2026-05-15 16:04
Foot Locker,footlocker-inc.com,"DICK'S Sporting Goods, Inc.",dickssportinggoods.com,Yes,"DICK's Sporting Goods acquired Foot Locker in September 2025 for $2.4 billion, making it a subsidiary.",LLM+web search (optimized),2026-02-26 14:46
FOOZYS,foozys.com,Sock Drawer and More LLC.,foozys.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-09-19 09:13
,forbesadvisor.com,Forbes Media LLC,forbes.com,Yes,Forbes Advisor is a digital finance business operated as part of Forbes Media LLC's portfolio.,LLM+web search (optimized),2026-04-09 20:49
Forbes Councils,forbescouncils.com,"Forbes Media, LLC",forbes.com,Yes,"Forbes Councils is an internal brand/division created and operated by Forbes Media, LLC.",LLM+web search (optimized),2026-02-12 22:21
Forbright Bank,forbrightbank.com,"Forbright, Inc.",forbrightbank.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-12-16 13:34
Forcepoint,forcepoint.com,"Francisco Partners, L.P.",franciscopartners.com,Yes,Francisco Partners acquired Forcepoint from RTX Corporation in January 2021; confirmed by Wikipedia.,LLM+web search (optimized),2026-04-09 20:35
Eviden DFIR Americas,forensik.ca,Atos Group and Eviden is a subsidiary under Atos Group.,atos.net,Yes,"Public sources confirm Forensik (forensik.ca) became part of Eviden, an Atos Group company, in April 2023, making it a subsidiary/brand under Atos.",LLM+web search,2026-05-15 16:12
River Online Group,forestriverfrog.com,Berkshire Hathaway Inc.,berkshirehathaway.com,Yes,Wikipedia confirms Forest River acquired by Berkshire Hathaway in 2005 for $800 million as wholly-owned subsidiary.,LLM+web search (optimized),2025-02-24 15:20
,forgeai.gg,"FiscalNote Holdings, Inc.",fiscalnote.com,Yes,FiscalNote Holdings acquired Forge.AI in September 2021 for $11.8 million.,LLM+web search (optimized),2025-09-19 08:52
Forge,forgeglobal.com,"Forge Global, Inc.",forgeglobal.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:36
Forian,forian.com,Max Wygod Investor Consortium (formerly Medical Outcomes Research Analytics),forian.com,Yes,"Forian became wholly-owned subsidiary of Max Wygod Investor Consortium on May 15, 2026 via completed merger agreement signed April 2, 2026.",LLM+web search,2026-05-15 15:55
Minnetronix Medical,forjmedical.com,"Altaris, LLC.",altariscap.com,Yes,Altaris acquired majority stake in Minnetronix Medical.,LLM+web search (optimized),2025-12-16 13:03
Formidium,formidium.com,Formidium Corp.,formidium.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:32
FormKit,formkit.com,"FormKit, Inc.",formkit.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-12-19 12:37
Formspree,formspree.io,"Formspree, Inc.",formspree.io,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-07-17 12:00
Fortune School of Education,fortuneschool.us,Rex & Margaret Fortune School of Education,fortuneschool.us,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-02-20 19:54
Fosun 复星,fosun.com,复星国际有限公司,fosun.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:23
Foundation Source,foundationsource.com,GTCR LLC,gtcr.com,Yes,GTCR announced acquisition of Foundation Source; confirmed in multiple sources.,LLM+web search (optimized),2026-05-15 15:38
Foundever,foundever.com,"Sitel Group, Inc.",foundever.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:23
Foundly Technologies,foundlyhq.com,Foundly Technologies,foundlyhq.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-03-23 09:23
FOX,fox.com,Fox Corporation,foxcorporation.com,Yes,Child and parent names match after stripping legal suffix (heuristic),Heuristic,2025-06-05 14:38
Foxconn,foxconn.com,"Hon Hai Precision Industry Co., Ltd.",foxconn.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-02-23 02:48
Florida Power & Light,fpl.com,"NextEra Energy, Inc.",nexteraenergy.com,Yes,"Florida Power & Light is a confirmed wholly owned subsidiary of NextEra Energy, America's largest electric utility.",LLM+web search (optimized),2025-10-15 11:04
FPT University,fpt.edu.vn,FPT Corporation,fpt.com,Yes,"FPT University was founded by and is a member unit of FPT Corporation, Vietnam's largest IT company, per Wikipedia and FPT's own site.",LLM+web search,2026-06-26 12:21
FPT Software,fptsoftware.com,FPT Corporation,fpt.com,Yes,FPT Software is confirmed subsidiary of FPT Corporation; explicitly listed among FPT's major holdings.,LLM+web search (optimized),2026-05-15 15:43
Fragment Media Group,fragmnt.com,"Clarion Media Group, Inc.",fragmnt.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-09-24 12:57
SoftWriters,frameworkltc.com,"Roper Technologies, Inc.",ropertech.com,Yes,Roper Technologies owns SoftWriters in Network Software division.,LLM+web search (optimized),2026-05-15 15:41
Frase,frase.io,Copysmith Inc.,copysmith.ai,Yes,"Press releases (PRNewswire, Crunchbase, Mergr) confirm Copysmith acquired Frase in October 2022.",LLM+web search,2026-06-28 22:05
Feb 2011   Present,freedomboatclub.com,Brunswick Corporation,brunswick.com,Yes,Brunswick Corporation acquired Freedom Boat Club in May 2019 and it continues to operate as a Brunswick Corporation business per Brunswick's own press releases.,LLM+web search,2026-07-03 11:58
Freelancer.com,freelancer.com,Freelancer Limited.,freelancer.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-03-13 11:57
Free Scale Semiconductors,freescale.com,"NXP Semiconductors, Inc.",nxp.com,Yes,NXP merged with Freescale Semiconductors in December 2015; now unified entity.,LLM+web search (optimized),2025-07-11 15:28
Frequence,frequence.com,"Madhive, Inc.",madhive.com,Yes,"Madhive completed acquisition of Frequence on July 18, 2024.",LLM+web search (optimized),2026-05-15 15:41
Fresh,fresh.com,LVMH Moët Hennessy Louis Vuitton,lvmh.com,Yes,Fresh is part of LVMH's Perfumes and Cosmetics division.,LLM+web search (optimized),2025-08-19 13:17
Fresh Del Monte Europe & Africa,freshdelmonte.com,Del Monte Corporation,freshdelmonte.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-09-30 16:23
Freudenberg Group,freudenberg.com,Freudenberg & Co. Kommanditgesellschaft (Freudenberg & Co. KG),freudenberg.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:23
FRIDAY Insurance,friday.de,Allianz Group,allianz.com,Yes,"FRIDAY Insurance (friday.de) domain redirects to Allianz Direct, confirming Allianz Group ownership.",LLM+web search (optimized),2025-03-18 10:32
The Friedkin Group,friedkin.com,The Friedkin Group,friedkin.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:26
Frigga Labs,frigga.cloud,Frigga Cloud Pvt. Ltd.,frigga.cloud,Yes,"Frigga Cloud Labs (frigga.cloud) is confirmed as the operating legal entity behind the Frigga brand, so ""Frigga Cloud Pvt. Ltd."" is the same company (100% ownership), not a separate acquirer.",LLM+web search,2026-05-15 16:06
School Improvement Network,frontlineeducation.com,Roper Technologies,ropertech.com,Yes,Roper Technologies owns Frontline (School Improvement Network parent) in Application Software division.,LLM+web search (optimized),2025-12-16 13:37
Food Services Of America,fsafood.com,KKR & Co. Inc.,kkr.com,Yes,US Foods (KKR-backed company) acquired Food Services of America in July 2018; KKR also maintains convertible preferred stock in US Foods.,LLM+web search (optimized),2025-09-18 17:30
Federation of Small Businesses (FSB),fsb.org.uk,National Federation of Self Employed & Small Businesses Limited,fsb.org.uk,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:35
Ferrovie dello Stato Italiane S.p.A.,fsitaliane.it,Ferrovie dello Stato Italiane SpA,fsitaliane.it,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:23
Fujifilm Biosciences,fujifilm.com,FUJIFILM Holdings Corporation,holdings.fujifilm.com,Yes,Fujifilm Biosciences is part of FUJIFILM Holdings Corporation's Healthcare segment subsidiaries.,LLM+web search (optimized),2025-09-24 11:41
Fullpath,fullpath.com,"Cox Automotive, Inc.",coxautoinc.com,Yes,"Cox Automotive completed acquisition of Fullpath on June 1, 2026, making it a subsidiary.",LLM+web search (optimized),2026-04-09 20:35
Funnel Leasing,funnelleasing.com,"Funnel Leasing, Inc.",funnelleasing.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-09-20 16:08
Furlenco,furlenco.com,House of Kieraya Private Limited.,furlenco.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:35
FUSE Autotech,fuseautotech.com,Fullpath Holdings Inc.,fullpath.com,Yes,"Fullpath acquired Fuse Autotech (its Dynamic Payments business), absorbing its technology and staff, and Fuse ceased independent operations following the deal (Aug 2025).",LLM+web search,2026-05-15 16:08
Fusion Academy,fusionacademy.com,Fusion Education Group.,fusionacademy.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-01-28 11:21
FutureClinic,futureclinic.com,"OpenClinic International, Inc.",futureclinic.com,Yes,"FutureClinic is legally registered as OpenClinic International, Inc. - i.e., they are the same legal entity, per FutureClinic's own Crunchbase/company records.",LLM+web search,2026-05-15 16:11
"Modrinth, Inc.",fuy.gg,Modrinth LLC.,modrinth.com,Yes,Child and parent names match after stripping legal suffix (heuristic),Heuristic,2026-03-23 09:30
